8,744413132135242961e+01
-4,059965134083959981e+00
7,734176310217962680e+01
-1,383756212904292404e+01
-2,453801599156933122e+01
2,815384003952982539e+01
8,453921646712989002e+01
1,558793617132869791e+01
6,615147869840437522e+01
3,502112252640186796e+01
7,823890074582520526e+01
-1,427713539822988942e+01
5,953013887102878954e+01
6,372364287838215802e+01
8,101659689523347652e+01
1,423554704436203266e+01
7,326599378719836864e+01
-3,455424685704026277e+00
1,223028365150899965e+01
6,920581430132282996e+00
3,316781501949538580e+01
1,026245815760706570e+01
-7,237411895896538283e+01
1,607805435514773649e+02
-6,883764335060706685e+01
-5,907562590381591860e+01
4,637006803366523400e+01
8,012137980141604032e+01
-2,247100501420761631e+01
5,974077681386014405e+01
-1,775395424873088990e+00
4,955393371618456655e+01
-5,022666785068557971e+01
5,322739479549510833e+01
7,403939253690261069e+01
-6,861137575599683203e+01
3,275304624828768851e+01
2,233290752429110526e+01
-2,235748025797137828e+01
2,998416255217835058e+01
2,451693141540659227e+01
3,514403386464003631e+01
-1,193988896018670154e+01
1,198892535125045455e+01
-1,137886444708057070e+02
1,717396535749119479e+01
5,139079885534696501e+01
2,860179107136576704e+01
-3,841268971985743264e+01
5,752651196945674172e+01
3,263635173637339904e+01
-3,679183529779844264e+01
1,461108027688916025e+02
-3,063725771785804408e+00
1,375747894978284691e+01
-2,221943961209031215e+01
-8,929578494731499561e+00
-6,228157533517789446e+00
6,479710359041355616e+01
2,525284483648035305e+01
4,426621098816221900e-01
7,827561521926417853e+00
1,114088280957871007e+02
1,869846198242254687e+01
3,941141436586038083e+01
-6,519407116598907592e+00
-4,865858389557067909e+01
-2,319059782591194363e+01
6,260611588938919425e+01
2,005967926815967672e+01
-3,542902834599112794e+01
-4,052978290326112898e+00
5,066807836917759289e+01
3,325662255853767135e+01
-1,915732551906585712e+01
-1,158927785030606543e+02
7,757573917580627310e+00
5,762058676223015397e+01
-6,498671101794001537e+00
-4,173257806168392392e+01
-1,858257604442672672e+01
-2,976689613717897842e+01
-3,713984599274489540e+01
-1,248071449582778314e+02
1,016884332589155662e+02
-2,624498616298576792e+01
6,189825445189374165e+00
-4,890914383376333774e+01
-8,792196907348112234e+01
-4,240283966352634337e+01
3,472166338742670888e+00
4,726622831898968258e+01
-1,343291494719897550e+01
-7,396784813473225029e+01
-5,558643007737905606e+01
-2,713118442525676954e+01
-1,001796518145416712e+02
2,219995537484908965e+01
1,939088933463352982e+00
1,446882415557492507e+01
3,360119170469871186e+00
2,704558749178598376e+01
-1,386671524064136385e+01
-4,537771152323924184e+01
9,795796456013697862e-01
7,969531997321372785e+01
3,746325789451439903e+00
9,487357806835430551e+01
4,258991203638870360e+01
-2,627176135488713626e+01
5,411187465411537545e+01
-4,026058148482022858e+01
-1,171101759057145983e+02
7,973641981348940533e+00
-3,699111815987416207e+01
6,988502126170584461e+01
3,509792786582048052e+01
7,174711950323857934e+01
-3,141894011226506578e+01
1,608764547178914128e+01
3,945042699053180968e+01
-3,099847529849979466e+01
7,685521112803380106e+01
-3,350001748186301143e+01
5,144817678694067098e+01
6,259500363837210557e+01
4,953397586237353778e+01
1,608570097520756903e+01
-8,158095626448485405e+01
3,084484488273467306e+01
3,304641844551945695e+01
-1,321031520742914722e+02
5,032913364157146674e+01
-4,214518325194467785e+00
4,634385145739047474e+00
6,060379817103730460e+01
3,730542584219719515e+01
2,322491118289589451e+01
-9,861677746825540680e+01
1,968146018576085510e+01
2,427945634528176555e+01
-1,579897947132034020e+01
1,147232336144385698e+02
-4,066399054211294128e+01
9,940523442452347425e+00
-2,835516457361840104e+00
4,533223490761924523e+01
7,021911399449774649e+01
-3,839268966631692592e+00
-6,051389937456841039e+01
-7,417704622823112004e+01
-6,257226024369868522e-01
2,305545933134573033e+01
1,977091997312024896e+00
4,453889091071835082e+01
-7,873097589248345685e-01
4,496328622632132976e+01
2,891490163816567360e+01
-4,480982217745595619e+01
-4,053576873442582240e+01
5,544640849970335950e+01
3,078326684123216594e+01
9,690866896932815777e+00
-4,755806856159476581e+01
4,520673191727362905e+01
-6,149835127154437231e+01
-8,824910963425570287e+01
9,539770193665050302e-01
6,058823658050414451e+00
-2,770435759449820878e+01
2,585091057329777442e+01
-6,480254272042816410e+01
-3,401519917559848238e+01
1,244277372095064180e+02
-1,491164877616422801e+00
3,944251388234681599e+01
-2,788142041746221622e+01
3,093194234535315168e+00
3,365689220804587212e+00
-7,503938762491844727e+01
5,382268732534048894e+01
-2,974205198163421571e+01
6,712260325819858053e+01
4,002686912571351741e+01
-2,475865552889686327e+01
-6,244431104297791357e+00
-5,065944253766991778e+01
-3,759847942190253889e+01
-6,555204294149157818e+01
-2,799780150881967700e+01
3,958169857031221994e+01
-2,602397874065542283e+01
-3,553473267562967663e+00
-1,846500888460745671e+01
2,156962770444284416e+01
-2,604138090068886857e+00
1,021795953941950685e+01
4,426328317497385534e+00
5,361323264059695504e+01
1,157699773727843384e+00
-3,574303645975561494e+01
4,621912176187152888e+00
1,841661364972823733e+01
-2,267134184582106826e+01
-5,854224131907123052e+01
-1,794897826424918108e+01
8,448347725635739991e+00
-3,389432819982825151e+01
-9,164775495484743795e-01
1,502720012271730177e+01
5,164473271621324102e+01
1,315514812803035340e+02
