8,625737918613458532e+01
-1,093929471339569659e+01
-7,823286423257826527e+00
-6,437697379276940524e+01
4,741989390205796440e+01
7,997327424121746731e+01
-4,503866537885457433e+00
-6,188265559491256340e+00
-4,469310583891239474e+01
5,007056803311809290e+01
6,999659077763604387e+01
-1,905680448154268447e+01
3,925955572155828577e+00
-8,918631305186474378e+01
-2,058829770049159436e+01
3,380192187866614972e+01
5,750246790547299724e+01
-8,818255132460375023e+01
-2,248224119281134392e+01
4,511212022555389467e+01
-5,087547508716898648e+01
-8,857319586572540970e+01
9,860408639565844169e+01
-3,645814033062123372e+00
-2,634328743212131485e+01
7,725342389295747125e+01
-8,416599885306608542e+01
4,559218698906994405e+01
-4,431007662295922955e+01
-4,042878982591609116e+01
-1,150501651423935812e+01
-8,957454689974137807e+01
-6,215623077977625854e+01
2,759946311161343147e-02
9,506856253666711609e+00
-7,025088488851673674e+01
3,783957631198776994e+01
-2,230156122925228601e+01
-8,579294398284879719e+01
-7,689967001504865607e+01
-4,210753483952511544e+01
-3,710650503624246710e+01
-1,186978061437200438e+01
5,690446994610928755e+01
6,941437960302135934e+01
5,462476406360988790e+01
1,250303839056115862e+00
-5,851688187850563594e+01
-6,025451668771681568e+01
2,842405680379297905e+01
5,624918912154700479e+01
-7,462837758842056246e+01
7,389787814773035279e+01
-2,724745576830787286e+01
-9,323457696510344306e+01
4,625432145185902755e+01
4,010689806187573936e+01
-2,346825755233166433e+01
-3,894795063223266141e+01
-4,823590765592897611e+01
-3,645404314223554820e-01
6,534228067369966197e+01
-6,913706287257710414e+00
3,194189566044570938e+01
3,303179602964749506e+01
8,723841308518956339e+01
1,276048748447399817e+01
-4,612168168481909447e+01
-1,858000540249713595e+01
9,695515334285741460e+01
6,629983642337413130e+01
7,116648845925303135e+01
-1,731960546588115335e+01
-4,282458475909189843e+01
8,012301628759959726e+01
-3,902521181188334509e+01
-5,901867489526233612e+01
1,098448633547293696e+01
-8,983843129443032183e+01
-8,635378944892705988e+01
-1,174462861449833895e+01
-3,454481395320345882e+01
-3,553040393989263634e+01
-2,986981285114718787e+01
4,811041927822734010e+01
7,146712867317975793e+01
6,499001063892509933e+01
5,480588032588696024e+01
8,123994347063515420e+01
1,918011678219657767e+01
-5,228505517570507521e+01
-1,466680218212866293e+01
9,247891495022997788e+01
5,209892169266655060e+01
4,241130761203473298e+01
8,028103315561068598e+01
5,442352573457171161e+00
-6,986646681933343928e+01
9,852527834105455895e+01
-7,393017630375081239e+01
-9,226287425441057621e+01
6,826987798126191365e+01
-6,921178285639038563e+01
-4,803326977390211994e+01
5,436458721336302347e+01
-2,136351195404211012e+01
-1,489121493363599313e+01
3,597714346726863255e+01
-2,431054399267880228e+01
8,040192185188678309e+01
-9,605873509619596007e+01
4,239141887533654085e+01
-8,373978708611701904e+01
2,804937619330559073e+00
-4,263983350516949145e+01
3,749981756326897653e+01
-1,818199024611828918e+01
2,914183593413127937e+01
-6,779665158297430594e+01
-2,622558398500203225e+00
-7,168182380711874657e+01
7,242574343770792211e+01
9,647277867367731119e+01
-6,408098642981613580e+01
7,732199502183664208e+01
4,245329714419295897e+01
-5,897261073021964251e+01
-6,283871532284472750e+01
6,261134910803181697e+01
8,910995686384669057e+01
8,915597022779377312e+01
-4,612843417850626793e+00
-7,398507615635701029e+01
6,597446241268258404e+01
-3,768764904031172591e+00
-2,341543869317746385e+00
3,076056867665838013e+01
4,053782366914080626e+01
-6,999554082113574793e+01
-1,751929839051436488e+01
9,579065260117837965e+01
-5,935873451979358606e+01
7,056620344004485901e+01
-4,207431239373566711e+01
1,949200441409200835e+01
-4,488086804224138149e+01
-9,321542257901067785e+01
3,739535121516345839e+01
-8,463784152822631768e+01
4,475977480637638450e+01
-4,629842037380105069e+01
-8,469237259665199247e+01
-7,844460852206529466e+01
8,677019577554355578e+01
4,124001847544647603e+00
3,853549707587461626e+01
-4,454252646304814789e+01
5,827677620603506625e+01
9,201102607974439707e+01
-6,112318839579305063e+01
5,139301134809079485e+01
-4,602228976843642982e+01
7,434871436753874718e+01
-6,090849516338096237e+00
-6,986018856267975252e+01
7,532903865583040215e+01
-2,408342256798086112e+01
-6,899395462511506594e+00
8,291924212884796930e+01
4,199495438276221648e+01
-5,855518697140156092e+01
-4,712212079430209144e+01
8,326828536445484019e+01
5,937342838539419176e+01
-5,966145454126839098e+01
9,854851058437080269e+01
-3,936367900351405069e+01
9,881616637684319926e+01
-9,641068244912904106e+01
6,083010656888180279e+01
-8,471710203316207810e+01
-9,625641724594554205e+01
2,291135394985811047e+01
-7,624899385192310319e+01
-4,891541257907727669e+01
-2,500777799102998245e+01
6,101670897745830757e+01
4,561714392259588635e+00
7,527232840857419660e+01
-7,185153847366159141e+01
1,624182438757550528e+01
-3,855288537960208828e+01
6,240573108659816626e+00
-4,747569350705567359e+01
-6,520295297175061933e+01
-6,391004130708694220e+00
-1,407423566700151696e+01
-6,161008614823544605e+01
-4,621146964690669989e+01
6,765929994327888153e+01
5,732319928110482010e+01
-6,065875211704274506e+01
6,023174701444602874e+01
9,764849344533323006e+01
4,028842257874524080e+01
2,462310438513920019e+01
-6,059206393965279602e+01
-6,966265917958949672e+01
-6,409559131616489935e+00
6,304079442972800962e+01
9,957299773867759995e+01
-8,414676517385908028e+01
-8,194479559629834853e+01
-5,178648253857895867e+01
5,468771309955641868e+00
-4,385662697397822996e+01
6,534228036379087712e+01
-6,108215239562648691e+01
6,576639536299671818e+01
-7,273245455022284034e+01
-9,869051801983465566e+01
-3,207571642102465148e+01
-5,513130069088407481e+01
-8,753284642785610004e+01
-3,096379949163537049e+01
4,890918716692408452e+01
4,762983592165070945e+00
3,594610264194622573e+01
-6,682397765781662713e+01
2,175521885214767792e+01
-6,592638860612325402e+01
5,290277404568607267e+01
-8,330950005732660202e-01
-4,204995179215356416e+01
-6,798130051298542753e+01
-5,600009855575749640e+01
7,715915785693778162e+01
-6,043129756118692342e+01
5,246940135277125705e+01
-7,057378155347322490e+00
6,381582824584393165e+01
5,408212895549198151e+00
-4,797333651180235847e+01
-2,999829525861386514e+01
5,836695623493079665e+01
3,044434314612612980e+01
-3,714424231766579965e+01
4,922532020669402186e+01
2,620204326393175620e+01
6,957885765247192467e+01
-6,950138834279900379e+01
-8,237841307043886729e+01
-8,120212381431682047e+01
6,498910233166404282e+01
5,386338568773371094e+01
-5,785427795859190780e+01
7,032799387631982313e+01
-3,885140606746182357e+01
2,210063970426388380e+01
-4,337424324997556369e+00
-3,059291520920916696e+01
-4,752063228907363879e+01
-9,101581874822153395e+01
-2,850020155967764879e+01
-3,499946279033127894e+01
-8,786851440511927080e+01
4,784417955976684311e+01
